"ID","Age","Employment","Education","Marital","Occupation","Income","Sex","Deductions","Hours","Accounts","Adjustment","Adjusted"
1099829,28,"Private","College","Civil","Executive",39085.68,"Male",0,55,"UnitedStates",0,0
1110947,40,"PSLocal","Vocational","Divorced","Executive",142949.22,"Female",0,40,"UnitedStates",0,0
1113899,41,"PSState","Bachelor","Divorced","Executive",84433.12,"Male",0,40,"UnitedStates",0,0
1126025,30,"Private","HSgrad","Unmarried","Service",61565.86,"Male",0,30,"UnitedStates",0,0
1129687,38,"Private","HSgrad","Civil","Repair",25465.31,"Male",0,40,"UnitedStates",0,0
1133761,23,"Private","Yr11","Separated","Professional",185938.15,"Male",0,35,"UnitedStates",0,0
1135666,42,"PSState","College","Unmarried","Executive",76512.51,"Female",0,40,"UnitedStates",0,0
1139749,26,"Private","Bachelor","Unmarried","Sales",70138.14,"Female",0,40,"UnitedStates",0,0
1141887,32,"Consultant","HSgrad","Civil","Sales",16140.38,"Male",0,60,"UnitedStates",1987,1
1142177,49,"PSFederal","College","Civil","Support",9690.25,"Male",0,40,"UnitedStates",5774,1
1142367,26,"Private","HSgrad","Civil","Repair",46806.89,"Male",0,40,"Mexico",0,0
1142837,28,"Private","Yr10","Civil","Machinist",28944.2,"Male",0,40,"UnitedStates",0,0
1145025,41,"PSFederal","Bachelor","Civil","Support",47208.72,"Male",0,24,"UnitedStates",0,0
1146358,46,"Private","HSgrad","Unmarried","Service",77109.44,"Female",0,24,"UnitedStates",0,0
1147562,42,"Private","College","Unmarried","Machinist",47126.95,"Female",0,40,"UnitedStates",0,0
1151685,39,"Private","College","Divorced","Clerical",84910.58,"Female",0,40,"UnitedStates",0,0
1153241,50,"Private","Yr11","Unmarried","Machinist",750.62,"Female",0,40,"UnitedStates",0,0
1155672,47,"PSLocal","Doctorate","Unmarried","Professional",47360.84,"Female",0,40,"UnitedStates",0,0
1157546,24,"Private","Associate","Separated","Repair",178780.25,"Male",0,40,"UnitedStates",8614,1
1158519,45,"Private","Vocational","Civil","Repair",74127.16,"Male",0,40,"UnitedStates",0,0
1169595,40,"PSFederal","Associate","Unmarried","Clerical",73063.72,"Female",0,40,"UnitedStates",0,0
1172381,51,"SelfEmp","Doctorate","Civil","Professional",52712.87,"Male",0,40,"UnitedStates",15024,1
1172752,77,"Private","HSgrad","Civil","Service",45814.33,"Male",0,25,"Cuba",0,0
1177328,35,"Private","College","Civil","Support",16169.38,"Male",0,45,"UnitedStates",0,0
1178076,39,"Private","Yr9","Divorced","Cleaner",73724.77,"Male",0,50,"UnitedStates",0,0
1197102,39,"PSState","Bachelor","Unmarried","Executive",88232.72,"Female",0,40,"UnitedStates",0,0
1199127,63,"SelfEmp","Bachelor","Civil","Farming",30053.98,"Male",0,40,"UnitedStates",2013,1
1205484,64,"Private","HSgrad","Widowed","Service",59772.57,"Female",0,38,"UnitedStates",0,0
1210411,39,"Private","Bachelor","Civil","Professional",36267.78,"Male",0,40,"UnitedStates",7109,1
1211118,66,"Private","Yr5t6","Absent","Cleaner",211724.67,"Female",0,40,"Malaysia",0,0
1212771,18,"Unemployed","Yr11","Unmarried",NA,131927.12,"Female",0,10,"UnitedStates",0,0
1216471,42,"PSLocal","College","Civil","Executive",26913.32,"Male",0,45,"UnitedStates",10586,1
1218427,31,"PSLocal","College","Unmarried","Clerical",90223.61,"Female",0,40,"UnitedStates",0,0
1222601,31,"Private","Bachelor","Civil","Executive",43534.48,"Male",2246,45,"UnitedStates",658,1
1226867,45,"Private","Professional","Unmarried","Professional",31785.64,"Male",0,40,"UnitedStates",8196,1
1230404,19,"PSLocal","College","Unmarried","Service",237271.32,"Female",0,35,"UnitedStates",0,0
1233450,32,"Private","HSgrad","Civil","Machinist",30376.39,"Male",0,40,"UnitedStates",0,0
1254408,27,"Private","Bachelor","Unmarried","Professional",66952.05,"Male",0,40,"UnitedStates",13550,1
1258702,25,"Private","HSgrad","Civil","Transport",30879.07,"Male",0,30,"UnitedStates",0,0
1259473,21,"Private","College","Unmarried","Clerical",97596.59,"Male",0,65,"UnitedStates",0,0
1264690,33,"Consultant","HSgrad","Unmarried","Farming",119762.73,"Male",0,70,"UnitedStates",0,0
1264939,43,NA,"HSgrad","Unmarried",NA,71943.72,"Female",0,40,"UnitedStates",0,0
1267022,31,"Private","Bachelor","Unmarried","Executive",82562.5,"Male",1160.66666666667,38,"UnitedStates",0,0
1272722,56,"PSFederal","Bachelor","Divorced","Clerical",68726.84,"Male",0,40,"UnitedStates",0,0
1273089,62,"Volunteer","Associate","Civil","Farming",76457.1,"Male",0,50,"UnitedStates",0,0
1276387,28,"Private","Associate","Unmarried","Transport",255999.33,"Male",0,60,"UnitedStates",0,0
1276913,39,"Private","HSgrad","Civil","Executive",42213.95,"Male",0,40,"UnitedStates",0,0
1282955,61,"PSLocal","Master","Unmarried","Professional",314176.49,"Female",0,25,"UnitedStates",0,0
1287816,32,"Private","HSgrad","Unmarried","Sales",5815.41,"Female",0,50,"UnitedStates",0,0
1288612,48,"PSState","Bachelor","Civil","Executive",8655.43,"Male",0,40,"UnitedStates",12565,1
1288870,27,"Private","HSgrad","Civil","Farming",26118.23,"Male",0,40,"UnitedStates",0,0
1292427,20,"Private","Yr9","Unmarried","Transport",81041.6,"Male",0,50,"UnitedStates",0,0
1293079,37,"Private","HSgrad","Unmarried","Machinist",103956.01,"Male",0,40,"UnitedStates",0,0
1298943,43,"Private","College","Civil","Repair",30313.66,"Male",0,38,"UnitedStates",0,0
1301028,47,"Consultant","HSgrad","Civil","Machinist",33452.97,"Male",0,40,"UnitedStates",7298,1
1310818,33,"Private","Yr11","Unmarried","Service",47531.02,"Male",0,40,"UnitedStates",0,0
1312365,64,"Private","HSgrad","Civil","Machinist",58562.76,"Male",0,40,"UnitedStates",0,0
1312435,44,"Private","Bachelor","Civil","Sales",12294.83,"Male",0,50,"UnitedStates",7688,1
1314358,23,"Private","College","Unmarried","Service",33696.53,"Female",0,35,"UnitedStates",0,0
1315432,22,"Private","HSgrad","Unmarried","Service",131749.54,"Female",0,35,"UnitedStates",0,0
1318398,49,"PSLocal","Master","Civil","Executive",33939.62,"Male",0,50,"UnitedStates",7634,1
1322745,28,"PSFederal","HSgrad","Unmarried","Executive",145045.33,"Female",0,70,"Malaysia",0,0
1325704,36,"Private","HSgrad","Divorced","Transport",119185.21,"Male",0,50,"UnitedStates",0,0
1347511,22,"Private","Bachelor","Unmarried","Professional",58708.82,"Female",0,15,"Germany",0,0
1365727,29,"Private","Vocational","Civil","Transport",6400.89,"Male",0,55,"UnitedStates",0,0
1367013,26,"Private","College","Unmarried","Support",61142.82,"Male",0,20,"UnitedStates",0,0
1367887,44,"Private","Bachelor","Civil","Executive",61535.85,"Male",0,40,"UnitedStates",6504,1
1382647,26,"Private","Associate","Unmarried","Clerical",103391.57,"Female",0,8,"UnitedStates",0,0
1383516,28,"Private","Bachelor","Unmarried","Executive",75277.09,"Female",0,60,"UnitedStates",0,0
1391108,19,"Private","Yr11","Unmarried","Sales",77680.17,"Female",0,25,"UnitedStates",0,0
1394083,45,"Consultant","HSgrad","Civil","Sales",29623.91,"Male",0,50,"Vietnam",1548,1
1398239,35,"Private","College","Divorced","Sales",87938.44,"Female",0,35,"UnitedStates",0,0
1398832,42,"Private","Vocational","Civil","Service",5807.21,"Male",0,30,"UnitedStates",0,0
1400557,58,"PSState","Doctorate","Civil","Professional",29122.05,"Male",0,40,"India",0,0
1401108,55,"Private","College","Civil","Repair",28258.42,"Male",0,40,"UnitedStates",0,0
1434262,25,"Private","HSgrad","Unmarried","Repair",176570.48,"Male",0,28,"UnitedStates",0,0
1440111,78,"SelfEmp","Bachelor","Civil","Executive",29274.77,"Male",0,45,"UnitedStates",9386,1
1454004,53,"PSLocal","HSgrad","Civil","Executive",18451.77,"Male",0,60,"UnitedStates",0,0
1455874,34,"Private","Vocational","Civil","Executive",11319.93,"Male",0,40,"UnitedStates",0,0
1457685,28,"Private","College","Civil","Sales",61390.63,"Male",0,40,"UnitedStates",0,0
1467638,50,"Private","HSgrad","Civil","Sales",22687.25,"Male",0,48,"UnitedStates",0,0
1467797,47,"Consultant","College","Civil","Clerical",369773.41,"Female",0,35,"UnitedStates",4804,1
1471496,61,"SelfEmp","Master","Widowed","Executive",339665.96,"Female",0,99,"UnitedStates",0,0
1472475,45,"Consultant","Professional","Unmarried","Professional",108332.66,"Male",0,30,"UnitedStates",7643,1
1474194,33,"Private","HSgrad","Civil","Repair",36841.9,"Male",0,40,"UnitedStates",0,0
1474221,39,"Private","Bachelor","Civil","Support",18849.85,"Male",0,50,"UnitedStates",5320,1
1488053,60,"Private","College","Divorced","Repair",119167.79,"Male",0,44,"UnitedStates",13042,1
1493406,43,"Private","College","Civil","Professional",43475.32,"Male",0,40,"UnitedStates",0,0
1495310,35,"Private","HSgrad","Unmarried","Clerical",95339.3,"Male",0,40,"UnitedStates",8614,1
1495484,22,"Private","Yr10","Unmarried","Transport",114796.02,"Male",0,84,"UnitedStates",0,0
1502038,63,"Private","College","Civil","Repair",30461.29,"Male",0,45,"UnitedStates",0,0
1502111,64,"Private","College","Widowed","Executive",106318.3,"Female",0,3,"UnitedStates",0,0
1505676,54,"Private","HSgrad","Civil","Machinist",42535.16,"Male",0,45,"UnitedStates",8634,1
1509085,57,"Private","HSgrad","Widowed","Clerical",93567.08,"Female",0,40,"UnitedStates",0,0
1515465,45,"Private","College","Divorced","Support",69828,"Female",0,40,"Indonesia",0,0
1518173,33,"Private","Bachelor","Civil","Executive",183512.13,"Female",0,40,"UnitedStates",6107,1
1524841,25,"Private","HSgrad","Unmarried","Sales",283582.12,"Male",0,40,"UnitedStates",0,0
1530194,29,"Private","Vocational","Unmarried","Repair",96089.26,"Male",0,50,"UnitedStates",0,0
1531306,46,"Private","HSgrad","Civil","Executive",23221.42,"Male",0,40,"UnitedStates",25378,1
1534678,46,"Private","Associate","Unmarried","Professional",120630.6,"Female",0,33,"UnitedStates",0,0
1541756,22,"Private","HSgrad","Unmarried","Service",173863.65,"Female",0,35,"UnitedStates",0,0
1545759,36,"Private","HSgrad","Civil","Repair",45684.16,"Male",1887,60,"UnitedStates",2409,1
1545762,30,"Private","College","Civil","Machinist",20460.76,"Male",0,40,"UnitedStates",10573,1
1548067,28,"Private","HSgrad","Unmarried","Cleaner",46578.1,"Male",0,30,"UnitedStates",0,0
1548224,21,"PSState","College","Unmarried","Service",150684.4,"Female",0,10,"UnitedStates",0,0
1551622,63,"Consultant","College","Civil","Machinist",31255.42,"Male",0,35,"UnitedStates",0,1
1557461,32,"Private","Yr10","Unmarried","Repair",74525.94,"Male",0,50,"UnitedStates",0,0
1579205,32,"PSLocal","Bachelor","Civil","Professional",321784.05,"Female",0,35,"UnitedStates",8501,1
1585271,22,"Private","Yr10","Unmarried","Clerical",125816.15,"Female",0,40,"UnitedStates",0,0
1588605,22,"Private","College","Unmarried","Cleaner",109585.77,"Male",0,35,"UnitedStates",0,0
1597428,40,"Private","HSgrad","Civil","Professional",28350.69,"Male",1902,40,"UnitedStates",9933,1
1598679,31,"Private","College","Civil","Clerical",49046.42,"Male",0,40,"UnitedStates",0,0
1600316,33,"Private","Associate","Absent","Machinist",227701.35,"Male",0,40,"UnitedStates",0,0
1608800,23,"Private","College","Divorced","Sales",175442.11,"Female",0,40,"UnitedStates",0,0
1611099,59,"Consultant","Bachelor","Widowed","Professional",97818.31,"Female",0,50,"UnitedStates",11685,1
1612385,35,"Private","Bachelor","Civil","Executive",41851.4,"Male",0,50,"UnitedStates",7688,1
1624617,39,"Private","HSgrad","Civil","Clerical",209145.87,"Female",0,25,"UnitedStates",0,0
1637260,40,"Consultant","Bachelor","Civil","Repair",39749.63,"Male",0,50,"UnitedStates",0,0
1639863,23,"Private","HSgrad","Unmarried","Repair",117553.49,"Male",0,40,"UnitedStates",0,0
1641472,45,"Private","HSgrad","Unmarried","Machinist",99986.85,"Male",0,40,"UnitedStates",0,0
1641476,17,"Private","Yr9","Unmarried","Sales",127352.24,"Male",0,22,"UnitedStates",0,0
1647650,59,"Private","HSgrad","Widowed","Service",84515.35,"Female",0,10,"UnitedStates",0,0
1648985,37,"Private","College","Divorced","Transport",48283.93,"Male",0,40,"UnitedStates",0,0
1654599,27,"Private","HSgrad","Civil","Machinist",41256.28,"Male",0,40,"UnitedStates",0,0
1667037,82,"Private","Yr5t6","Widowed","Service",243687.05,"Male",0,20,"UnitedStates",0,0
1670669,30,"Private","HSgrad","Civil","Machinist",23054.01,"Male",0,60,"Ireland",3810,1
1679323,23,"Private","Bachelor","Unmarried","Executive",113764.23,"Male",0,30,NA,0,0
1681753,30,"Private","HSgrad","Civil","Cleaner",16057.32,"Male",0,40,"UnitedStates",0,0
1688602,43,"Private","College","Divorced","Executive",229039.85,"Female",0,45,"Iran",0,0
1690774,33,"Private","Bachelor","Civil","Professional",18123.08,"Male",0,40,"UnitedStates",0,0
1699810,28,"Private","HSgrad","Civil","Transport",30481.4,"Male",0,55,"UnitedStates",0,0
1706370,37,"Private","Yr5t6","Unmarried","Clerical",160114.44,"Female",0,40,"Mexico",0,0
1709319,39,"Private","Bachelor","Civil","Executive",19287.39,"Male",0,45,"UnitedStates",0,0
1711915,62,"PSState","Bachelor","Divorced","Professional",83093.07,"Male",0,40,"UnitedStates",0,0
1718282,41,"Private","Bachelor","Civil","Professional",31229.74,"Male",0,40,"UnitedStates",6182,1
1718309,44,"PSLocal","Bachelor","Divorced","Professional",254974.34,"Female",0,60,"UnitedStates",0,0
1722201,43,"Private","HSgrad","Divorced","Clerical",82687.67,"Female",0,40,"UnitedStates",0,0
1722542,29,"Private","College","Unmarried","Professional",51242.91,"Female",0,40,"UnitedStates",0,0
1723024,42,"Private","Bachelor","Civil","Executive",30108.48,"Male",0,40,"UnitedStates",0,0
1731662,40,"Private","HSgrad","Civil","Repair",218442.89,"Female",0,40,"UnitedStates",7298,1
1742535,29,"PSFederal","College","Civil","Clerical",54774.41,"Male",0,40,"UnitedStates",6235,1
1747347,55,"PSFederal","College","Civil","Clerical",51551.79,"Male",0,40,"UnitedStates",5807,1
1761439,45,"PSLocal","Master","Divorced","Professional",150181.87,"Female",0,40,"UnitedStates",0,0
1767024,30,"Private","HSgrad","Civil","Executive",452.29,"Male",0,50,"UnitedStates",0,0
1770057,34,"Private","HSgrad","Civil","Executive",54751.81,"Male",0,40,"UnitedStates",12281,1
1777740,46,"Private","HSgrad","Civil","Sales",60161.25,"Male",0,45,"UnitedStates",6408,1
1782051,54,"PSState","Doctorate","Unmarried","Executive",60380.59,"Female",0,50,"UnitedStates",-674,1
1782989,19,"Private","College","Unmarried","Sales",219477.95,"Female",0,30,"UnitedStates",0,0
1787841,37,"Private","Master","Civil","Support",40649.44,"Male",0,60,"UnitedStates",0,1
1792615,61,"Private","Yr7t8","Divorced","Machinist",199476.12,"Female",0,40,"UnitedStates",0,0
1796280,50,"Private","HSgrad","Civil","Repair",21029.39,"Male",0,40,"UnitedStates",0,0
1797150,70,"Private","Bachelor","Civil","Cleaner",47247.19,"Male",0,40,"UnitedStates",6418,1
1797445,51,"Private","HSgrad","Separated","Machinist",93978.55,"Male",1250.66666666667,40,"UnitedStates",0,0
1807406,56,"Private","Yr7t8","Civil","Repair",38027.97,"Male",0,26,"UnitedStates",0,0
1808117,18,"Private","Yr12","Unmarried","Service",188346,"Female",0,25,"UnitedStates",0,0
1819322,21,"Private","Vocational","Unmarried","Farming",48141.74,"Female",1068,30,"UnitedStates",0,0
1823237,65,"Private","HSgrad","Widowed","Clerical",130186.53,"Female",0,20,"UnitedStates",0,0
1824560,24,"Private","College","Unmarried","Service",101680.93,"Female",0,35,"UnitedStates",0,0
1827120,35,"SelfEmp","Bachelor","Separated","Professional",37419.37,"Female",0,50,"UnitedStates",0,0
1833635,32,"Private","College","Unmarried","Repair",30222.93,"Male",0,72,"Mexico",0,0
1834675,42,"Private","Bachelor","Absent","Transport",78341.49,"Male",0,60,"UnitedStates",0,0
1838203,34,"Private","Bachelor","Civil","Executive",17628.06,"Male",1977,45,"UnitedStates",7123,1
1839135,53,"Private","HSgrad","Civil","Executive",33008.35,"Male",0,60,"UnitedStates",14162,1
1841487,30,"Private","Vocational","Civil","Clerical",234588.9,"Female",0,24,"UnitedStates",0,0
1845737,28,"Private","HSgrad","Divorced","Cleaner",128133.84,"Male",0,40,"UnitedStates",0,0
1851537,36,"Private","HSgrad","Unmarried","Executive",85010.16,"Female",0,38,"UnitedStates",0,0
1860764,44,"Consultant","HSgrad","Civil","Repair",69625.06,"Male",0,50,"England",7298,1
1861969,34,"Private","Professional","Unmarried","Professional",67008.15,"Female",0,40,"UnitedStates",0,0
1866077,52,"Private","HSgrad","Divorced","Repair",7860.63,"Male",0,40,"UnitedStates",0,0
1872825,36,"Private","Yr10","Civil","Machinist",31657.85,"Male",0,40,"UnitedStates",0,0
1875875,32,"PSFederal","HSgrad","Unmarried","Service",34225.41,"Female",0,32,"UnitedStates",0,0
1877898,73,"SelfEmp","Bachelor","Civil","Sales",12598.18,"Male",0,50,"UnitedStates",6300,1
1880936,54,"PSLocal","Master","Divorced","Professional",108579.03,"Female",0,40,"UnitedStates",0,0
1892697,22,"PSLocal","College","Unmarried","Clerical",92706.32,"Female",0,55,"UnitedStates",0,0
1906994,45,"Private","HSgrad","Civil","Repair",43455.33,"Male",0,40,"UnitedStates",0,0
1940825,34,"Private","HSgrad","Unmarried","Machinist",184484.26,"Male",0,40,"UnitedStates",0,0
1943338,53,"PSLocal","Preschool","Unmarried","Machinist",66561.27,"Female",0,35,"UnitedStates",0,0
1947669,30,"Private","HSgrad","Civil","Machinist",31743.95,"Male",0,40,"UnitedStates",0,0
1950125,40,"PSLocal","Bachelor","Divorced","Professional",265036.3,"Female",0,40,"UnitedStates",0,0
1956654,25,"Private","HSgrad","Unmarried","Executive",131121.04,"Male",0,45,"UnitedStates",0,0
1965508,60,"SelfEmp","HSgrad","Civil","Clerical",316089.6,"Female",0,15,"UnitedStates",15024,1
1967691,38,"Private","Yr10","Divorced","Machinist",35214.61,"Female",0,40,"Portugal",0,0
1970671,23,"Private","College","Unmarried","Sales",73137.58,"Male",0,25,"Philippines",0,0
1972687,31,"Private","College","Civil","Repair",42324.75,"Male",0,40,"UnitedStates",5431,1
1976104,23,"Private","College","Civil","Cleaner",44035.69,"Male",0,40,"UnitedStates",0,0
1980500,74,"Consultant","Doctorate","Absent","Professional",70279.57,"Male",0,25,"UnitedStates",0,1
1983846,19,"Private","HSgrad","Unmarried","Service",80617.43,"Female",0,30,"UnitedStates",0,0
1985107,39,"Private","Bachelor","Unmarried","Executive",43753.85,"Male",0,45,"UnitedStates",0,0
1985953,29,"Private","College","Unmarried","Sales",68470.54,"Male",0,30,"UnitedStates",0,0
1992467,43,"Private","Master","Civil","Executive",47065.49,"Male",0,50,"UnitedStates",16826,1
1995711,26,"PSLocal","Bachelor","Unmarried","Professional",93998.29,"Female",0,40,"UnitedStates",0,0
1996140,19,"Private","Yr11","Unmarried","Repair",88306.69,"Male",0,56,"UnitedStates",0,0
1997523,40,"SelfEmp","Bachelor","Civil","Professional",9357.31,"Male",0,60,"UnitedStates",0,0
2000211,57,"Private","HSgrad","Widowed","Clerical",6451.62,"Female",0,36,"UnitedStates",0,0
2011832,40,"Private","HSgrad","Divorced","Repair",66434.46,"Male",0,40,"UnitedStates",0,0
2012035,29,"Private","College","Civil","Cleaner",36720.45,"Male",0,20,"UnitedStates",0,0
2016936,36,"PSFederal","HSgrad","Unmarried","Clerical",190450.23,"Female",0,36,"UnitedStates",0,0
2023005,57,"SelfEmp","College","Civil","Executive",26986.53,"Male",0,40,"UnitedStates",0,0
2025734,19,"Private","College","Unmarried","Cleaner",105650.81,"Male",0,20,"UnitedStates",0,0
2027200,20,"Private","Yr12","Unmarried","Machinist",159985.88,"Male",0,40,"UnitedStates",0,0
2027449,48,"Private","HSgrad","Widowed","Machinist",52518.41,"Female",0,16,"UnitedStates",0,0
2033495,18,"Private","HSgrad","Unmarried","Service",130936.11,"Male",0,36,"UnitedStates",0,0
2042579,50,"Private","College","Civil","Sales",57259.72,"Male",0,60,"UnitedStates",0,0
2044175,72,NA,"HSgrad","Civil",NA,15771.98,"Male",0,8,"UnitedStates",0,0
2049462,58,"Private","HSgrad","Civil","Transport",29404.25,"Male",0,40,"UnitedStates",2781,1
2062685,40,"Private","College","Civil","Machinist",37816.59,"Male",0,40,"UnitedStates",0,0
2064390,35,"Private","Yr11","Civil","Farming",37260.95,"Male",0,40,"UnitedStates",0,0
2065595,22,NA,"HSgrad","Divorced",NA,85210.33,"Female",0,40,"UnitedStates",0,0
2070773,23,"Private","HSgrad","Unmarried","Sales",196823.08,"Male",0,40,"UnitedStates",0,0
2077101,41,"Private","College","Civil","Machinist",29597.69,"Male",0,42,"UnitedStates",7298,1
2094476,18,"Private","HSgrad","Unmarried","Service",161375.37,"Female",0,30,"UnitedStates",0,0
2101387,42,"Consultant","Doctorate","Unmarried","Professional",76565,"Female",0,45,"UnitedStates",0,0
2102127,54,"Consultant","College","Civil","Transport",22521.94,"Male",0,30,"UnitedStates",0,0
2102378,44,"Consultant","HSgrad","Civil","Farming",37716.24,"Male",0,40,"UnitedStates",0,0
2109381,44,"Private","HSgrad","Civil","Repair",11829.95,"Male",0,41,"UnitedStates",0,0
2109898,51,"Private","College","Civil","Repair",39092.14,"Male",0,48,"UnitedStates",3103,1
2114154,38,"PSState","Bachelor","Unmarried","Executive",137468.63,"Male",0,40,"UnitedStates",0,0
2114608,41,"Private","College","Divorced","Sales",234532.51,"Female",0,48,"UnitedStates",0,0
2129840,33,"Consultant","HSgrad","Civil","Transport",35967.6,"Male",0,60,"UnitedStates",0,0
2134046,21,"Private","HSgrad","Unmarried","Sales",210900.74,"Male",0,40,"UnitedStates",0,0
2134599,37,"Consultant","HSgrad","Civil","Repair",54409.92,"Male",0,40,"UnitedStates",0,0
2134665,41,"Private","College","Civil","Executive",174392.24,"Male",0,40,"UnitedStates",1672,1
2137895,49,"SelfEmp","College","Civil","Professional",161733.9,"Female",0,65,"UnitedStates",10368,1
2143793,39,"Private","HSgrad","Unmarried","Machinist",110291.65,"Male",0,40,"UnitedStates",0,0
2160461,24,"Private","HSgrad","Divorced","Machinist",54842.59,"Male",0,40,"UnitedStates",0,0
2161054,65,"PSState","HSgrad","Civil","Clerical",25685.26,"Male",2174,40,"UnitedStates",8666,1
2179519,55,"Private","HSgrad","Civil","Farming",43004.9,"Male",0,45,"UnitedStates",4111,1
2194621,34,"Private","Bachelor","Absent","Clerical",133773.93,"Female",0,25,"UnitedStates",0,0
2204629,33,"Private","College","Civil","Professional",12360.79,"Male",0,40,"UnitedStates",0,0
2206284,30,"Private","HSgrad","Civil","Repair",44284.34,"Male",1848,40,"UnitedStates",3494,1
2206428,51,"Private","Vocational","Civil","Executive",28183.92,"Male",0,50,"UnitedStates",9291,1
2214801,50,"Private","Bachelor","Divorced","Professional",77108.15,"Female",0,36,"Ireland",0,0
2215657,29,"Private","HSgrad","Unmarried","Executive",32855.16,"Female",0,40,"UnitedStates",0,0
2242093,36,"Private","Bachelor","Civil","Professional",33156.23,"Male",1902,50,"UnitedStates",9897,1
2242654,45,"PSLocal","Master","Divorced","Professional",49256.31,"Male",0,40,"UnitedStates",0,0
2243150,45,"Consultant","HSgrad","Civil","Executive",20966.11,"Male",0,50,"UnitedStates",0,0
2243772,40,"Private","Yr10","Unmarried","Service",182787.31,"Female",0,40,"UnitedStates",0,0
2245751,27,"Private","College","Civil","Sales",16660.67,"Male",0,50,"UnitedStates",0,0
2254279,20,"PSLocal","HSgrad","Unmarried","Cleaner",125957.52,"Male",0,40,"UnitedStates",0,0
2288670,30,"Private","College","Divorced","Transport",32175.82,"Male",0,40,"UnitedStates",0,0
2293213,47,"PSState","HSgrad","Civil","Clerical",245226.4,"Female",0,40,"UnitedStates",4944,1
2298185,18,NA,"College","Unmarried",NA,141268.92,"Male",0,16,"UnitedStates",0,0
2298621,41,"Private","College","Divorced","Clerical",119694.85,"Female",0,55,"UnitedStates",0,0
2300606,26,"PSLocal","Bachelor","Unmarried","Clerical",93923.43,"Male",0,42,"UnitedStates",0,0
2305277,45,"Consultant","Bachelor","Civil","Transport",69941.76,"Male",0,40,"UnitedStates",0,1
2314294,39,"Private","Master","Unmarried","Executive",85421.55,"Male",0,50,"UnitedStates",7131,1
2323070,55,"Private","College","Civil","Professional",58300.11,"Male",0,40,"UnitedStates",0,0
2326052,46,"Private","HSgrad","Divorced","Professional",99705.99,"Female",0,40,"UnitedStates",0,0
2336844,27,"Private","Yr9","Civil","Protective",29896.15,"Male",0,40,"Guatemala",0,0
2345121,51,"Private","College","Unmarried","Executive",151861.58,"Female",0,12,"UnitedStates",0,0
2350330,25,"PSLocal","HSgrad","Unmarried","Farming",93951.42,"Male",1146,16,"UnitedStates",0,0
2350883,37,"PSFederal","College","Civil","Machinist",45332.46,"Male",0,40,"UnitedStates",0,0
2361729,44,"Private","College","Separated","Executive",57371.64,"Male",1320,45,"England",0,0
2361855,27,"Private","Associate","Civil","Clerical",327392.29,"Female",0,25,"UnitedStates",0,0
2364781,63,"Private","HSgrad","Widowed","Service",183085.99,"Female",0,40,"UnitedStates",0,0
2369739,21,"Private","Vocational","Unmarried","Machinist",95239.51,"Male",0,30,"UnitedStates",0,0
2371361,41,"PSLocal","Associate","Civil","Support",35409.41,"Male",0,40,"UnitedStates",8107,1
2371954,38,"Private","Vocational","Civil","Machinist",47119.81,"Male",0,40,"UnitedStates",2198,1
2382668,44,"Consultant","College","Divorced","Farming",315577.72,"Male",0,40,"UnitedStates",0,0
2383312,22,NA,"College","Unmarried",NA,26727.7,"Male",0,40,"UnitedStates",0,0
2387868,52,"Private","HSgrad","Civil","Repair",48104.79,"Male",0,50,"UnitedStates",23586,1
