@relation audit
@attribute ID numeric
@attribute Age numeric
@attribute Employment {'Consultant','Private','PSFederal','PSLocal','PSState','SelfEmp','Unemployed','Volunteer'}
@attribute Education {'Associate','Bachelor','College','Doctorate','HSgrad','Master','Preschool','Professional','Vocational','Yr10','Yr11','Yr12','Yr1t4','Yr5t6','Yr7t8','Yr9'}
@attribute Marital {'Absent','Divorced','Married','Married-spouse-absent','Unmarried','Widowed'}
@attribute Occupation {'Cleaner','Clerical','Executive','Farming','Home','Machinist','Military','Professional','Protective','Repair','Sales','Service','Support','Transport'}
@attribute Income numeric
@attribute Sex {'Female','Male'}
@attribute Deductions numeric
@attribute Hours numeric
@attribute Accounts {'Canada','China','Columbia','Cuba','Ecuador','England','Fiji','Germany','Greece','Guatemala','Hong','Hungary','India','Indonesia','Iran','Ireland','Italy','Jamaica','Japan','Malaysia','Mexico','NewZealand','Nicaragua','Philippines','Poland','Portugal','Scotland','Singapore','Taiwan','Thailand','UnitedStates','Vietnam','Yugoslavia'}
@attribute Adjustment numeric
@attribute Adjusted numeric
@data
1860764,44,'Consultant','HSgrad','Married','Repair',60502.31,'Male',0,50,'England',7298,1
1861969,34,'Private','Professional','Absent','Professional',101886.62,'Female',0,40,'UnitedStates',0,0
1866077,52,'Private','HSgrad','Divorced','Repair',84233.82,'Male',0,40,'UnitedStates',0,0
1872825,36,'Private','Yr10','Married','Machinist',39595.77,'Male',0,40,'UnitedStates',0,0
1875875,32,'PSFederal','HSgrad','Absent','Service',32554.14,'Female',0,32,'UnitedStates',0,0
1877898,73,'SelfEmp','Bachelor','Married','Sales',58927.56,'Male',0,50,'UnitedStates',7204,1
1880936,54,'PSLocal','Master','Divorced','Professional',68865.79,'Female',0,40,'UnitedStates',0,0
1892697,22,'PSLocal','College','Absent','Clerical',75667.65,'Female',0,55,'UnitedStates',0,0
1906994,45,'Private','HSgrad','Married','Repair',32736.51,'Male',0,40,'UnitedStates',0,0
1940825,34,'Private','HSgrad','Absent','Machinist',105605.61,'Male',0,40,'UnitedStates',0,0
1943338,53,'PSLocal','Preschool','Absent','Machinist',144938.14,'Female',0,35,'UnitedStates',0,0
1947669,30,'Private','HSgrad','Married','Machinist',42575.03,'Male',0,40,'UnitedStates',0,0
1950125,40,'PSLocal','Bachelor','Divorced','Professional',138136.98,'Female',0,40,'UnitedStates',0,0
1956654,25,'Private','HSgrad','Absent','Executive',78446.64,'Male',0,45,'UnitedStates',0,0
1965508,60,'SelfEmp','HSgrad','Married','Clerical',183420.42,'Female',0,15,'UnitedStates',15024,1
1967691,38,'Private','Yr10','Divorced','Machinist',8223.69,'Female',0,40,'Portugal',0,0
1970671,23,'Private','College','Absent','Sales',43566.68,'Male',0,25,'Philippines',0,0
1972687,31,'Private','College','Married','Repair',47300.01,'Male',0,40,'UnitedStates',7572,1
1976104,23,'Private','College','Married','Cleaner',38062.87,'Male',0,40,'UnitedStates',0,0
1980500,74,'Consultant','Doctorate','Married-spouse-absent','Professional',92016.96,'Male',0,25,'UnitedStates',3838,1
1983846,19,'Private','HSgrad','Absent','Service',103141.27,'Female',0,30,'UnitedStates',0,0
1985107,39,'Private','Bachelor','Absent','Executive',86438.94,'Male',0,45,'UnitedStates',0,0
1985953,29,'Private','College','Absent','Sales',97588.53,'Male',0,30,'UnitedStates',0,0
1992467,43,'Private','Master','Married','Executive',39499.48,'Male',0,50,'UnitedStates',3143,1
1995711,26,'PSLocal','Bachelor','Absent','Professional',61895.02,'Female',0,40,'UnitedStates',0,0
1996140,19,'Private','Yr11','Absent','Repair',79404.62,'Male',0,56,'UnitedStates',0,0
1997523,40,'SelfEmp','Bachelor','Married','Professional',43346.46,'Male',0,60,'UnitedStates',0,0
2000211,57,'Private','HSgrad','Widowed','Clerical',65005.89,'Female',0,36,'UnitedStates',0,0
2011832,40,'Private','HSgrad','Divorced','Repair',198843.59,'Male',0,40,'UnitedStates',0,0
2012035,29,'Private','College','Married','Cleaner',47968.47,'Male',0,20,'UnitedStates',0,0
2016936,36,'PSFederal','HSgrad','Absent','Clerical',144084.85,'Female',0,36,'UnitedStates',0,0
2023005,57,'SelfEmp','College','Married','Executive',7640.59,'Male',0,40,'UnitedStates',0,0
2025734,19,'Private','College','Absent','Cleaner',238312.85,'Male',0,20,'UnitedStates',0,0
2027200,20,'Private','Yr12','Absent','Machinist',129922.34,'Male',0,40,'UnitedStates',0,0
2027449,48,'Private','HSgrad','Widowed','Machinist',83926.64,'Female',0,16,'UnitedStates',0,0
2033495,18,'Private','HSgrad','Absent','Service',74523.37,'Male',0,36,'UnitedStates',0,0
2042579,50,'Private','College','Married','Sales',56531.41,'Male',0,60,'UnitedStates',0,0
2044175,72,?,'HSgrad','Married',?,28561.49,'Male',0,8,'UnitedStates',0,0
2049462,58,'Private','HSgrad','Married','Transport',67287.9,'Male',0,40,'UnitedStates',7340,1
2062685,40,'Private','College','Married','Machinist',37658.16,'Male',0,40,'UnitedStates',0,0
2064390,35,'Private','Yr11','Married','Farming',48586.64,'Male',0,40,'UnitedStates',0,0
2065595,22,?,'HSgrad','Divorced',?,96257.24,'Female',0,40,'UnitedStates',0,0
2070773,23,'Private','HSgrad','Absent','Sales',309028.36,'Male',0,40,'UnitedStates',0,0
2077101,41,'Private','College','Married','Machinist',29776.12,'Male',0,42,'UnitedStates',7298,1
2094476,18,'Private','HSgrad','Absent','Service',113009.06,'Female',0,30,'UnitedStates',0,0
2101387,42,'Consultant','Doctorate','Absent','Professional',93033.8,'Female',0,45,'UnitedStates',0,0
2102127,54,'Consultant','College','Married','Transport',43727.85,'Male',0,30,'UnitedStates',0,0
2102378,44,'Consultant','HSgrad','Married','Farming',20457.99,'Male',0,40,'UnitedStates',0,0
2109381,44,'Private','HSgrad','Married','Repair',44842.5,'Male',0,41,'UnitedStates',0,0
2109898,51,'Private','College','Married','Repair',50272.13,'Male',0,48,'UnitedStates',3103,1
2114154,38,'PSState','Bachelor','Absent','Executive',62717.05,'Male',0,40,'UnitedStates',0,0
2114608,41,'Private','College','Divorced','Sales',152217.3,'Female',0,48,'UnitedStates',0,0
2129840,33,'Consultant','HSgrad','Married','Transport',35868.43,'Male',0,60,'UnitedStates',0,0
2134046,21,'Private','HSgrad','Absent','Sales',242198.3,'Male',0,40,'UnitedStates',0,0
2134599,37,'Consultant','HSgrad','Married','Repair',34767.31,'Male',0,40,'UnitedStates',0,0
2134665,41,'Private','College','Married','Executive',188935.37,'Male',0,40,'UnitedStates',13754,1
2137895,49,'SelfEmp','College','Married','Professional',267618.06,'Female',0,65,'UnitedStates',10684,1
2143793,39,'Private','HSgrad','Absent','Machinist',64330.63,'Male',0,40,'UnitedStates',0,0
2160461,24,'Private','HSgrad','Divorced','Machinist',100464.37,'Male',0,40,'UnitedStates',0,0
2161054,65,'PSState','HSgrad','Married','Clerical',60370.92,'Male',2174,40,'UnitedStates',0,1
2179519,55,'Private','HSgrad','Married','Farming',52158.1,'Male',0,45,'UnitedStates',7835,1
2194621,34,'Private','Bachelor','Married-spouse-absent','Clerical',68385.73,'Female',0,25,'UnitedStates',0,0
2204629,33,'Private','College','Married','Professional',16234.67,'Male',0,40,'UnitedStates',0,0
2206284,30,'Private','HSgrad','Married','Repair',14343.39,'Male',1848,40,'UnitedStates',0,1
2206428,51,'Private','Vocational','Married','Executive',11662.4,'Male',0,50,'UnitedStates',16395,1
2214801,50,'Private','Bachelor','Divorced','Professional',328851.16,'Female',0,36,'Ireland',0,0
2215657,29,'Private','HSgrad','Absent','Executive',58568.57,'Female',0,40,'UnitedStates',0,0
2242093,36,'Private','Bachelor','Married','Professional',17483.5,'Male',1902,50,'UnitedStates',5077,1
2242654,45,'PSLocal','Master','Divorced','Professional',67856.74,'Male',0,40,'UnitedStates',0,0
2243150,45,'Consultant','HSgrad','Married','Executive',64112.34,'Male',0,50,'UnitedStates',0,0
2243772,40,'Private','Yr10','Absent','Service',278133.61,'Female',0,40,'UnitedStates',0,0
2245751,27,'Private','College','Married','Sales',18767.13,'Male',0,50,'UnitedStates',0,0
2254279,20,'PSLocal','HSgrad','Absent','Cleaner',96558.72,'Male',0,40,'UnitedStates',0,0
2288670,30,'Private','College','Divorced','Transport',51357.31,'Male',0,40,'UnitedStates',0,0
2293213,47,'PSState','HSgrad','Married','Clerical',205235.13,'Female',0,40,'UnitedStates',7858,1
2298185,18,?,'College','Absent',?,238336.43,'Male',0,16,'UnitedStates',0,0
2298621,41,'Private','College','Divorced','Clerical',55396.03,'Female',0,55,'UnitedStates',0,0
2300606,26,'PSLocal','Bachelor','Absent','Clerical',32356.16,'Male',0,42,'UnitedStates',0,0
2305277,45,'Consultant','Bachelor','Married','Transport',45631.64,'Male',0,40,'UnitedStates',14001,1
2314294,39,'Private','Master','Absent','Executive',83882.78,'Male',0,50,'UnitedStates',1459,1
2323070,55,'Private','College','Married','Professional',49266.08,'Male',0,40,'UnitedStates',0,0
